artist_name,album_name,track_name,search_term,track_uri,t_uri,genres,filtered_genres,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Lloyd Cole,Broken Record,That's Alright,"Lloyd Cole, That's Alright",spotify:track:18KhfyS1wieiaBgHnkT5Fb,18KhfyS1wieiaBgHnkT5Fb,new wave pop,pop,spotify:track:18KhfyS1wieiaBgHnkT5Fb,0.00161,0.659,0.896,0.00646,0.236,-6.197,0.0323,0.555154914,0.785
Slipknot,"CLAN (Demo, Rare and b-side)",Fall,"Slipknot, Fall",spotify:track:1Pf8BN0hnTOlO7fpIVmYgW,1Pf8BN0hnTOlO7fpIVmYgW,swedish pop,pop,spotify:track:1Pf8BN0hnTOlO7fpIVmYgW,0.014,0.566,0.882,2.01E-06,0.115,-5.953,0.0374,0.44793575,0.439
Papoose,21 Gun Salute,Brooklyn,"Papoose, Brooklyn",spotify:track:3zmBBq2RwdHzqUXZlzNeeq,3zmBBq2RwdHzqUXZlzNeeq,hip pop,pop,spotify:track:3zmBBq2RwdHzqUXZlzNeeq,0.178,0.821,0.82,6.35E-06,0.149,-1.562,0.233,0.421270935,0.564
Britney Spears,The Singles Collection [Single Disc],Born to Make You Happy,"Britney Spears, Born to Make You Happy",spotify:track:4l1MNtoCiTxBwf6yxD7kFd,4l1MNtoCiTxBwf6yxD7kFd,dance pop|pop|pop rap|post-teen pop,pop|rap|dance,spotify:track:4l1MNtoCiTxBwf6yxD7kFd,0.116,0.633,0.922,0.000465,0.071,-4.842,0.0454,0.376747457,0.686
M83,Oblivion: Original Motion Picture Soundtrack,Losing Control,"M83, Losing Control",spotify:track:28HNVo85hkKziWWA0Chhzd,28HNVo85hkKziWWA0Chhzd,french shoegaze|metropopolis|neo-synthpop,pop,spotify:track:28HNVo85hkKziWWA0Chhzd,0.608,0.318,0.0895,0.91,0.222,-18.902,0.034,0.411618209,0.0386
Jesus On Extasy,The Clock,Freak Me Out,"Jesus On Extasy, Freak Me Out",spotify:track:7AYQ3pg4W2Yo5ipdLi0xO0,7AYQ3pg4W2Yo5ipdLi0xO0,electronic rock|neue deutsche harte,rock,spotify:track:7AYQ3pg4W2Yo5ipdLi0xO0,9.84E-05,0.571,0.891,0.161,0.259,-6.448,0.0451,0.649370893,0.576
"Yehudi Menuhin, Stéphane Grappelli",Play Gershwin,The Man I Love,"Yehudi Menuhin, Stéphane Grappelli, The Man I Love",spotify:track:315kddKcQsbqjeI2fzNhih,315kddKcQsbqjeI2fzNhih,american modern classical|classical|early modern classical|tin pan alley,classical,spotify:track:315kddKcQsbqjeI2fzNhih,0.734,0.279,0.281,0.0697,0.106,-14.14,0.0519,0.767626863,0.226
Bow Wow,The Price Of Fame,Tell Me,"Bow Wow, Tell Me",spotify:track:4NLRTwACjIxCimsWcomuUG,4NLRTwACjIxCimsWcomuUG,dance pop|hip hop|hip pop|pop|pop rap|r&b|rap|southern hip hop|urban contemporary,hip hop|rap|r&b|dance|pop,spotify:track:4NLRTwACjIxCimsWcomuUG,0.00139,0.85,0.74,0,0.0567,-6.001,0.0827,0.613402731,0.962
Archives,Demo,Song 1,"Archives, Song 1",spotify:track:4bACPr2J3ayQEQgiKvvDzn,4bACPr2J3ayQEQgiKvvDzn,album rock|canadian singer-songwriter|classic canadian rock|classic rock|mellow gold|permanent wave|rock|roots rock|singer-songwriter,rock,spotify:track:4bACPr2J3ayQEQgiKvvDzn,0.947,0.55,0.131,0.000186,0.235,-24.231,0.571,0.395923011,0.453
Paul Desmond,Bossa Nova - This Is Jazz # 29,Wave,"Paul Desmond, Wave",spotify:track:74WrcYUQjTFhOecnV2ZwVo,74WrcYUQjTFhOecnV2ZwVo,bebop|bossa nova|contemporary post-bop|cool jazz|hard bop|jazz|jazz saxophone|soul jazz|vocal jazz,jazz|soul,spotify:track:74WrcYUQjTFhOecnV2ZwVo,0.954,0.626,0.179,0.853,0.107,-21.943,0.0602,0.633035166,0.623
Worker,Find A Solution,One,"Worker, One",spotify:track:7p0tK4wJ8Z3ZI3rQKurKe1,7p0tK4wJ8Z3ZI3rQKurKe1,alternative country|alternative rock|anti-folk|folk|folk punk|folk rock|permanent wave|pop rock|roots rock|singer-songwriter|traditional folk|uk americana,pop|rock|folk,spotify:track:7p0tK4wJ8Z3ZI3rQKurKe1,0.886,0.64,0.262,0,0.135,-9.827,0.0287,0.508454534,0.475
Mindless Self Indulgence,M.S.I.:.N.G.L.E.S,Mastermind,"Mindless Self Indulgence, Mastermind",spotify:track:1OzBgu7EIcab8wxnpWB9Qu,1OzBgu7EIcab8wxnpWB9Qu,comic|dance-punk|industrial metal,metal|dance,spotify:track:1OzBgu7EIcab8wxnpWB9Qu,0.00535,0.561,0.845,0.0647,0.0706,-6.27,0.1,0.537354481,0.507
Mates of State,Mountaintops (Bonus Track Version),Change,"Mates of State, Change",spotify:track:3SFSnVswxGy9sVdq7wSAEo,3SFSnVswxGy9sVdq7wSAEo,indie pop|kansas indie|lawrence ks indie,pop|indie,spotify:track:3SFSnVswxGy9sVdq7wSAEo,0.168,0.55,0.919,0,0.0861,-3.73,0.0297,0.501511738,0.447
Sabaton,World War Live: Battle of the Baltic Sea,Cliffs of Gallipoli,"Sabaton, Cliffs of Gallipoli",spotify:track:37XvAcnKbE9x44paYlF9vK,37XvAcnKbE9x44paYlF9vK,metal|power metal|swedish metal|swedish power metal,metal,spotify:track:37XvAcnKbE9x44paYlF9vK,0.0234,0.445,0.758,0.000508,0.302,-5.064,0.0323,0.412151236,0.481
Eternal Erection,Angels and Bandits,Bandits,"Eternal Erection, Bandits",spotify:track:1E3Lya2x78tIA60r3dvexo,1E3Lya2x78tIA60r3dvexo,finnish soul,soul,spotify:track:1E3Lya2x78tIA60r3dvexo,0.14,0.716,0.641,0.409,0.0793,-8.562,0.0389,0.459819129,0.578
John Legend,Get Lifted,So High,"John Legend, So High",spotify:track:7IGepWkogA3SeO2oLmQLnq,7IGepWkogA3SeO2oLmQLnq,neo mellow|neo soul|pop|r&b|urban contemporary,pop|soul|r&b,spotify:track:7IGepWkogA3SeO2oLmQLnq,0.297,0.354,0.461,0,0.111,-10.593,0.0624,0.614222429,0.216
M.S.B.,Bottom of the Map,Interlude,"M.S.B., Interlude",spotify:track:4gh0ZnHzaTMT1sDga7Ek0N,4gh0ZnHzaTMT1sDga7Ek0N,rap,rap,spotify:track:4gh0ZnHzaTMT1sDga7Ek0N,0.599,0.507,0.586,0.0544,0.118,-8.15,0.0586,0.48449069,0.588
Lissie,Covered Up With Flowers,Bad Romance,"Lissie, Bad Romance",spotify:track:29bKqMMXKu9NzGrPzR1y5l,29bKqMMXKu9NzGrPzR1y5l,folk-pop,pop|folk,spotify:track:29bKqMMXKu9NzGrPzR1y5l,0.000568,0.409,0.631,0.000733,0.69,-5.105,0.029,0.52052604,0.263
Twista,Back To The Basics EP,Beast,"Twista, Beast",spotify:track:5FVy1HdN9ew8j1cX0R72tJ,5FVy1HdN9ew8j1cX0R72tJ,chicago rap|dance pop|dirty south rap|gangster rap|hip hop|pop rap|r&b|rap|trap|urban contemporary,hip hop|rap|r&b|dance|pop,spotify:track:5FVy1HdN9ew8j1cX0R72tJ,0.00917,0.781,0.784,0,0.251,-6.437,0.0574,0.555495335,0.377
Shelter,Perfection of Desire,Bonus Track,"Shelter, Bonus Track",spotify:track:10NbArYwindNvtLObdOPTY,10NbArYwindNvtLObdOPTY,big room|dutch trance|edm|progressive house|trance|uplifting trance,edm,spotify:track:10NbArYwindNvtLObdOPTY,0.0022,0.6,0.781,0.00562,0.0359,-4.321,0.0409,0.582173588,0.235
George Michael,Twenty Five,Understand,"George Michael, Understand",spotify:track:2M3pVKk0BPwCjmENfBA0zQ,2M3pVKk0BPwCjmENfBA0zQ,dance rock|new wave pop|soft rock,pop|rock|dance,spotify:track:2M3pVKk0BPwCjmENfBA0zQ,0.0427,0.754,0.492,0.000814,0.242,-10.163,0.0267,0.430838555,0.805
Angus & Julia Stone,Down The Way,I'm Not Yours,"Angus & Julia Stone, I'm Not Yours",spotify:track:7szSKbfOH6zOB9AZy4nb5y,7szSKbfOH6zOB9AZy4nb5y,australian indie folk|indie folk|neo mellow,folk|indie,spotify:track:7szSKbfOH6zOB9AZy4nb5y,0.689,0.617,0.308,0.00348,0.15,-8.601,0.029,0.321984475,0.168
Jack's Mannequin,Everything in Transit,Dark Blue,"Jack's Mannequin, Dark Blue",spotify:track:3tZwKujD64Ad6vlDVxZOrg,3tZwKujD64Ad6vlDVxZOrg,neo mellow|neon pop punk|piano rock|pop emo|pop punk|pop rock,pop|rock,spotify:track:3tZwKujD64Ad6vlDVxZOrg,0.00656,0.323,0.936,0,0.0972,-4.505,0.108,0.730668793,0.326
nanoCUNE,天上遊園,S.O.S.,"nanoCUNE, S.O.S.",spotify:track:0XoIAykvP5GrOZlY6NzBAj,0XoIAykvP5GrOZlY6NzBAj,kawaii metal,metal,spotify:track:0XoIAykvP5GrOZlY6NzBAj,0.00254,0.453,0.96,0.00233,0.0345,-2.473,0.154,0.783702795,0.777
Nidji,Top Up,Shadows,"Nidji, Shadows",spotify:track:0OV857vHI0CAeGhI7cjoO8,0OV857vHI0CAeGhI7cjoO8,indonesian indie|indonesian pop,pop|indie,spotify:track:0OV857vHI0CAeGhI7cjoO8,0.00981,0.631,0.772,0.000127,0.156,-7.032,0.0297,0.609371431,0.52
Kylie Minogue,Body Language,Slow,"Kylie Minogue, Slow",spotify:track:3BzAtvYTfyY9JYZ3PPYHgu,3BzAtvYTfyY9JYZ3PPYHgu,australian dance|australian pop|dance pop|disco house|electropop|eurodance|europop|new wave pop|pop|pop rock,pop|rock|disco|dance,spotify:track:3BzAtvYTfyY9JYZ3PPYHgu,0.0195,0.69,0.945,0.672,0.111,-7.545,0.047,0.51498972,0.498
Erykah Badu,Baduism,Drama,"Erykah Badu, Drama",spotify:track:1FAL6jmxa7oIZxmqZFZZL4,1FAL6jmxa7oIZxmqZFZZL4,afrofuturism|hip hop|neo soul|r&b|soul|urban contemporary,hip hop|soul|r&b,spotify:track:1FAL6jmxa7oIZxmqZFZZL4,0.0164,0.676,0.437,0.425,0.0838,-8.014,0.0921,0.771040031,0.392
Cappadonna,The Struggle,Do It,"Cappadonna, Do It",spotify:track:3lqRgRXhDDKCJKJpSyvFdZ,3lqRgRXhDDKCJKJpSyvFdZ,alternative hip hop|east coast hip hop|gangster rap|hardcore hip hop|hip hop|rap|southern hip hop,hip hop|rap,spotify:track:3lqRgRXhDDKCJKJpSyvFdZ,0.308,0.286,0.843,0,0.539,-5.578,0.263,0.348201368,0.546
The Notwist,"The Devil, You + Me (Promo)",Sleep,"The Notwist, Sleep",spotify:track:63AMwGyqJ7EIWWNwfSvOON,63AMwGyqJ7EIWWNwfSvOON,german indie,indie,spotify:track:63AMwGyqJ7EIWWNwfSvOON,0.461,0.623,0.389,0.0974,0.138,-13.379,0.0314,0.488195007,0.447
Saliva,The Cradle Of Life,Time,"Saliva, Time",spotify:track:5Wm3hsDOl6FAQBN4Et02YB,5Wm3hsDOl6FAQBN4Et02YB,alternative metal|nu metal|post-grunge|rap metal|rap rock|wrestling,metal|rock|rap,spotify:track:5Wm3hsDOl6FAQBN4Et02YB,0.00119,0.433,0.952,0.000241,0.113,-1.8,0.0518,0.73402821,0.619
"Bonobo, Bonobo",Days to Come Disc 1,Between the Lines,"Bonobo, Bonobo, Between the Lines",spotify:track:0oBV4QAfY26kcYqRLRv5ST,0oBV4QAfY26kcYqRLRv5ST,downtempo|electronica|jazztronica|ninja|nu jazz|trip hop,jazz|electronica,spotify:track:0oBV4QAfY26kcYqRLRv5ST,0.567,0.745,0.509,0.524,0.661,-10,0.0395,0.445651346,0.486
Judas Priest,Hell Bent For Leather (AF),Running Wild,"Judas Priest, Running Wild",spotify:track:4M4eKhgPtfzUWUSeCOObPL,4M4eKhgPtfzUWUSeCOObPL,album rock|birmingham metal|hard rock|metal|power metal|rock,metal|rock,spotify:track:4M4eKhgPtfzUWUSeCOObPL,0.00534,0.404,0.969,0.00184,0.574,-6.151,0.246,0.799102364,0.462
Arthur Grumiaux,Bach -Complete Sonatas and P..,Andante,"Arthur Grumiaux, Andante",spotify:track:0rQGMha9PBka587l5gaolL,0rQGMha9PBka587l5gaolL,baroque|classical|early music|german baroque,classical,spotify:track:0rQGMha9PBka587l5gaolL,0.946,0.229,0.138,0.143,0.121,-22.148,0.0505,0.42983073,0.086
N-Light-N,Norske Byggeklosser,Rebirth,"N-Light-N, Rebirth",spotify:track:6XMdVR2DDFh6eU4TNH6nS6,6XMdVR2DDFh6eU4TNH6nS6,norwegian hip hop,hip hop,spotify:track:6XMdVR2DDFh6eU4TNH6nS6,0.135,0.685,0.755,1.34E-06,0.119,-8.694,0.393,0.415161274,0.557
Bobby Moore & The Rhythm Aces,Searching for My Love,Follow Me,"Bobby Moore & The Rhythm Aces, Follow Me",spotify:track:2tcy6FLNuI078jb6EpT9IY,2tcy6FLNuI078jb6EpT9IY,classic soul,soul,spotify:track:2tcy6FLNuI078jb6EpT9IY,0.0306,0.441,0.783,0.221,0.328,-7.928,0.0314,0.607861932,0.897
Soundtrack New Moon,The Twilight Saga: New Moon,Friends,"Soundtrack New Moon, Friends",spotify:track:1Oiawgs3gXm8NI6gLqKszk,1Oiawgs3gXm8NI6gLqKszk,dance-punk|garage rock|garage rock revival|indie rock|modern alternative rock|modern blues rock|modern rock|punk blues|rock|southampton indie,blues|rock|indie|dance,spotify:track:1Oiawgs3gXm8NI6gLqKszk,0.0285,0.669,0.614,0,0.219,-5.012,0.0346,0.519791447,0.336
Krzysztof Penderecki,PENDERECKI: Violin Sonatas Nos. 1 and 2,Andante,"Krzysztof Penderecki, Andante",spotify:track:5tn7xdNvR9AIahA2PRCc8y,5tn7xdNvR9AIahA2PRCc8y,avant-garde|classical|compositional ambient|contemporary classical|polish contemporary classical,classical,spotify:track:5tn7xdNvR9AIahA2PRCc8y,0.821,0.175,0.00345,0.000398,0.101,-32.403,0.0433,0.318539952,0.0348
Hellveto,Winterforest,Glory,"Hellveto, Glory",spotify:track:49fLs0evHzOwXmJ9U3WI0m,49fLs0evHzOwXmJ9U3WI0m,slavic metal,metal,spotify:track:49fLs0evHzOwXmJ9U3WI0m,0.0158,0.23,0.756,0.88,0.297,-8.118,0.0496,0.260278697,0.243
Prime Circle,Hello Crazy World,Inside Out,"Prime Circle, Inside Out",spotify:track:4K5qjewUie6MRohb9NQXfw,4K5qjewUie6MRohb9NQXfw,african rock|south african pop|south african rock,pop|rock,spotify:track:4K5qjewUie6MRohb9NQXfw,0.184,0.535,0.658,0,0.0994,-5.75,0.0248,0.380487608,0.303
Maeckes,Manx EP,Gossip,"Maeckes, Gossip",spotify:track:1TN0bsZ269KG6UM9FssXyF,1TN0bsZ269KG6UM9FssXyF,german alternative rap|german hip hop|german indie|german pop|indie deutschrap,hip hop|pop|rap|indie,spotify:track:1TN0bsZ269KG6UM9FssXyF,0.493,0.575,0.626,2.53E-05,0.294,-9.423,0.214,0.312734879,0.273
Louis Armstrong,"Jazz Ballads 19, CD 2",Nobody Knows,"Louis Armstrong, Nobody Knows",spotify:track:1CmOgWohDQJyLjzdSZ27mp,1CmOgWohDQJyLjzdSZ27mp,adult standards|dixieland|harlem renaissance|jazz trumpet|new orleans jazz|swing|vocal jazz,jazz,spotify:track:1CmOgWohDQJyLjzdSZ27mp,0.719,0.367,0.143,2.42E-06,0.301,-16.265,0.0418,0.576149033,0.124
G-Eazy,The Endless Summber,Endless Summer,"G-Eazy, Endless Summer",spotify:track:6yxYCurtUz8MOAgWGxlAzP,6yxYCurtUz8MOAgWGxlAzP,hip hop|indie pop rap|oakland hip hop|pop rap|rap,hip hop|pop|rap|indie,spotify:track:6yxYCurtUz8MOAgWGxlAzP,0.0893,0.662,0.704,0,0.785,-4.062,0.463,0.38468464,0.514
Mickey Factz,In Search of the N.E.R.D.,Take It Off,"Mickey Factz, Take It Off",spotify:track:6DjSuCq7juIHkgZ2BjoNY3,6DjSuCq7juIHkgZ2BjoNY3,soul flow,soul,spotify:track:6DjSuCq7juIHkgZ2BjoNY3,0.222,0.647,0.746,0,0.0431,-4.82,0.189,0.367220149,0.961
Billy Idol,80's,Dancing With Myself,"Billy Idol, Dancing With Myself",spotify:track:1BY1Vd2Bt6JPOhMvsIwtVv,1BY1Vd2Bt6JPOhMvsIwtVv,album rock|classic rock|dance rock|hard rock|mellow gold|new romantic|new wave|new wave pop|rock|soft rock,pop|rock|dance,spotify:track:1BY1Vd2Bt6JPOhMvsIwtVv,0.0157,0.51,0.696,0.000104,0.297,-10.83,0.0802,0.790887468,0.905
Miles Davis,The Complete Columbia Recordings 1955-1961,Flamenco Sketches,"Miles Davis, Flamenco Sketches",spotify:track:6dRx7OUXfvosnXG3g9lWGi,6dRx7OUXfvosnXG3g9lWGi,bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz fusion|jazz trumpet,jazz,spotify:track:6dRx7OUXfvosnXG3g9lWGi,0.899,0.349,0.0219,0.12,0.0906,-21.065,0.0425,0.796943378,0.224
Simple Minds,Glittering Prize (81-92),Don't You (Forget About Me),"Simple Minds, Don't You (Forget About Me)",spotify:track:2u96akbqgCRtkjfLMYrgZo,2u96akbqgCRtkjfLMYrgZo,art rock|dance rock|mellow gold|new romantic|new wave|new wave pop|rock|scottish new wave|soft rock|synthpop,pop|rock|dance,spotify:track:2u96akbqgCRtkjfLMYrgZo,0.0884,0.666,0.788,0.0628,0.298,-7.02,0.0276,0.498344927,0.675
The Coral,Butterfly House (Bonus Tracks Cd),Another Way,"The Coral, Another Way",spotify:track:3viSSAzBhV0jhTmYkYJbFh,3viSSAzBhV0jhTmYkYJbFh,britpop|indie rock|modern rock|rock,pop|rock|indie,spotify:track:3viSSAzBhV0jhTmYkYJbFh,0.753,0.561,0.334,2.99E-05,0.0873,-11.025,0.0278,0.380787716,0.284
Slipknot,9.0: LIVE (CD 1),Drum Solo,"Slipknot, Drum Solo",spotify:track:4FWYvSwYFAPH9H8AemlR1c,4FWYvSwYFAPH9H8AemlR1c,alternative metal|nu metal|post-grunge|rap metal,metal|rap,spotify:track:4FWYvSwYFAPH9H8AemlR1c,0.000484,0.495,0.922,0.179,0.555,-8.209,0.18,0.544445091,0.13
All Time Low,Dirty Work - Deluxe Edition,That Girl,"All Time Low, That Girl",spotify:track:4kpKPMqJwXsysiJiKgGQ3I,4kpKPMqJwXsysiJiKgGQ3I,modern rock|pop punk|post-teen pop,pop|rock,spotify:track:4kpKPMqJwXsysiJiKgGQ3I,0.0191,0.458,0.945,0,0.298,-3.084,0.0544,0.824100908,0.911
Pavement,Terror Twilight,Spit on a Stranger,"Pavement, Spit on a Stranger",spotify:track:05l9N6SnERhSdH8XQR5TjK,05l9N6SnERhSdH8XQR5TjK,alternative pop|alternative rock|anti-folk|art rock|dance rock|freak folk|indie pop|indie rock|lo-fi|modern rock|new wave|rock|slowcore,rock|folk|dance|pop|indie,spotify:track:05l9N6SnERhSdH8XQR5TjK,0.187,0.275,0.528,0.236,0.116,-11.084,0.0384,0.738646289,0.442
Dark Tranquillity,Character (Promo),Am I 1?,"Dark Tranquillity, Am I 1?",spotify:track:7fEFWpvhJhSToOiPLaTKf1,7fEFWpvhJhSToOiPLaTKf1,death metal|gothenburg metal|melodic death metal|metal|swedish death metal|swedish metal,metal,spotify:track:7fEFWpvhJhSToOiPLaTKf1,4.11E-05,0.183,0.949,0.733,0.071,-4.67,0.0901,0.487702293,0.162
Reason to Believe,Demo,Meltdown,"Reason to Believe, Meltdown",spotify:track:3YrSAWPSfUAPfzQba29Cmr,3YrSAWPSfUAPfzQba29Cmr,svensk indie,indie,spotify:track:3YrSAWPSfUAPfzQba29Cmr,0.204,0.392,0.832,0.00139,0.11,-4.22,0.0677,0.353433101,0.523
Moonlight Cove,Orphans of the Storm,Horizons,"Moonlight Cove, Horizons",spotify:track:1UomS3H31kDS931wfvyZoG,1UomS3H31kDS931wfvyZoG,deep neo-synthpop|neo-synthpop|swedish synth|swedish synthpop,pop,spotify:track:1UomS3H31kDS931wfvyZoG,0.596,0.676,0.54,0.00267,0.118,-8.808,0.0295,0.537775528,0.143
Malevolent Creation,In Cold Blood,Millions,"Malevolent Creation, Millions",spotify:track:50Jg5VR9sJBzwF4boJBTtP,50Jg5VR9sJBzwF4boJBTtP,brutal death metal|death metal|florida death metal|metal|technical death metal,metal,spotify:track:50Jg5VR9sJBzwF4boJBTtP,3.90E-05,0.49,0.473,0.901,0.129,-7.55,0.537,0.549331924,0.048
65daysofstatic,The Fall of Math,Wrong Side of the Tracks,"65daysofstatic, Wrong Side of the Tracks",spotify:track:16s8siHXZDDKy6JBXWdl9l,16s8siHXZDDKy6JBXWdl9l,post-rock,rock,spotify:track:16s8siHXZDDKy6JBXWdl9l,0.0655,0.48,0.647,0.868,0.4,-5.924,0.0381,0.746735766,0.198
Douwe Bob,Born In A Storm,She Knows,"Douwe Bob, She Knows",spotify:track:3Uqie2s0bZ4PNvZFV7yx1j,3Uqie2s0bZ4PNvZFV7yx1j,dutch americana|dutch indie|dutch pop|dutch rock,pop|rock|indie,spotify:track:3Uqie2s0bZ4PNvZFV7yx1j,0.392,0.459,0.525,0,0.11,-9.148,0.0314,0.340223872,0.253
thenewno2,Thenewno2 [Promo EP],Say,"thenewno2, Say",spotify:track:7nj55acb1sEr2QJU4uXEmm,7nj55acb1sEr2QJU4uXEmm,beatlesque|electronic rock,rock,spotify:track:7nj55acb1sEr2QJU4uXEmm,0.00956,0.573,0.375,0.177,0.11,-12.627,0.0308,0.49284892,0.297
Chantal Chamberland,Serendipity Street,Crazy,"Chantal Chamberland, Crazy",spotify:track:2MlNMCnBiLB9Lb5CygPWcv,2MlNMCnBiLB9Lb5CygPWcv,contemporary vocal jazz|vocal jazz,jazz,spotify:track:2MlNMCnBiLB9Lb5CygPWcv,0.876,0.347,0.148,0.00549,0.15,-16.109,0.0321,0.771770144,0.176
Neuroticfish,No Instruments,Hospitality,"Neuroticfish, Hospitality",spotify:track:6DAaGfs8fWsumNZQHaGHaS,6DAaGfs8fWsumNZQHaGHaS,aggrotech|dark electro|ebm|electro-industrial|futurepop|neo-synthpop,pop,spotify:track:6DAaGfs8fWsumNZQHaGHaS,0.0103,0.47,0.902,0.00431,0.382,-7.122,0.269,0.654199496,0.159
H.E.A.T,Tearing Down the Walls,Inferno,"H.E.A.T, Inferno",spotify:track:5QZnDkJGkG47OZHCRN1NNS,5QZnDkJGkG47OZHCRN1NNS,glam metal|hard rock|melodic hard rock|nightrun|sleaze rock,metal|rock,spotify:track:5QZnDkJGkG47OZHCRN1NNS,3.29E-05,0.425,0.989,0.0496,0.123,-3.831,0.096,0.694387086,0.296
Tito Rodriguez,"The Best of Tito Rodriguez, Vol. 2 (Single)",Stormy Weather,"Tito Rodriguez, Stormy Weather",spotify:track:6mDctFRyLJETzmmwjPLDsJ,6mDctFRyLJETzmmwjPLDsJ,bolero|charanga|latin jazz|mambo|salsa|salsa international|salsa puertorriquena|tropical,jazz,spotify:track:6mDctFRyLJETzmmwjPLDsJ,0.707,0.646,0.65,0,0.183,-8.734,0.055,0.598321187,0.908
The Fall,The Infotainment Scan,Ladybird,"The Fall, Ladybird",spotify:track:1eS32W7h0HE24I8juLh1ba,1eS32W7h0HE24I8juLh1ba,alternative rock|anti-folk|art punk|lo-fi|madchester|post-punk|punk|punk blues|uk post-punk,blues|rock|folk,spotify:track:1eS32W7h0HE24I8juLh1ba,0.283,0.521,0.973,0.318,0.873,-6.235,0.107,0.699986114,0.662
Front 242,"Digitalgunfire.Com - [Industrialebmfuturepop] Long Range, Hard - [Set 4-3-2005 19.11.36]",Collision,"Front 242, Collision",spotify:track:4ho6tXLNyOPaYE2SIitKi4,4ho6tXLNyOPaYE2SIitKi4,belgian new wave|dark wave|ebm|electro-industrial|industrial|industrial metal|industrial rock|new beat|proto-techno,metal|rock,spotify:track:4ho6tXLNyOPaYE2SIitKi4,0.0658,0.667,0.402,0.794,0.114,-16.141,0.0447,0.797292758,0.649
Robi Draco Rosa,Mad Love,California,"Robi Draco Rosa, California",spotify:track:4kjPPhceSRGcfuMyYqf20S,4kjPPhceSRGcfuMyYqf20S,latin|latin pop|latin rock|rock en espanol,pop|rock,spotify:track:4kjPPhceSRGcfuMyYqf20S,0.0785,0.335,0.596,9.51E-06,0.122,-5.976,0.0345,0.640461718,0.139
Alisa Jones,Smoky Mountain Sleigh Ride,Silver Bells,"Alisa Jones, Silver Bells",spotify:track:6jnEKBpOSRqQz5iJ9pPsiv,6jnEKBpOSRqQz5iJ9pPsiv,hammered dulcimer|instrumental bluegrass|string folk,folk,spotify:track:6jnEKBpOSRqQz5iJ9pPsiv,0.633,0.634,0.348,5.18E-05,0.0744,-10.516,0.0296,0.555678983,0.652
Elvis Presley,As Recorded at Madison Square Garden,Hound Dog,"Elvis Presley, Hound Dog",spotify:track:64Ny7djQ6rNJspquof2KoX,64Ny7djQ6rNJspquof2KoX,rock-and-roll|rockabilly,rock,spotify:track:64Ny7djQ6rNJspquof2KoX,0.733,0.357,0.756,0.00505,0.76,-8.492,0.0621,0.782954764,0.95
Zifir,Protest Against Humanity,Shame,"Zifir, Shame",spotify:track:4m0oPpwaYIGu320kENeBG6,4m0oPpwaYIGu320kENeBG6,turkish black metal,metal,spotify:track:4m0oPpwaYIGu320kENeBG6,0.00537,0.264,0.962,0.0019,0.408,-6.305,0.0639,0.583167975,0.038
Manfred Mann,Soft Vengeance,Miss You,"Manfred Mann, Miss You",spotify:track:6ABLGrenXSG1kDxLIr3N5t,6ABLGrenXSG1kDxLIr3N5t,album rock|art rock|british blues|classic rock|hard rock|progressive rock|symphonic rock,blues|rock,spotify:track:6ABLGrenXSG1kDxLIr3N5t,0.0047,0.264,0.663,6.97E-06,0.675,-7.982,0.0567,0.705921085,0.529
Gigi d'Agostino,L'Amour Toujours (CD1 - Chansons for the Heart),L'amour,"Gigi d'Agostino, L'amour",spotify:track:0FkLMOUTkSTPSAYkIXQ579,0FkLMOUTkSTPSAYkIXQ579,eurodance|europop|italo dance,pop|dance,spotify:track:0FkLMOUTkSTPSAYkIXQ579,0.0775,0.637,0.878,0.0227,0.364,-4.449,0.0302,0.622849413,0.742
Keren Ann,Keren Ann - Not Going Anywhere,Polly,"Keren Ann, Polly",spotify:track:0RxOxgRPT8168BIIjW2yPm,0RxOxgRPT8168BIIjW2yPm,chanson|dutch pop|french indie pop|nouvelle chanson francaise,pop|indie,spotify:track:0RxOxgRPT8168BIIjW2yPm,0.828,0.613,0.33,0.00732,0.283,-15.728,0.0321,0.511222694,0.22
Guano Apes,Rock is Woman (CD2),Open Your Eyes,"Guano Apes, Open Your Eyes",spotify:track:5oxpT46KeiEuckYnChgFFT,5oxpT46KeiEuckYnChgFFT,alternative metal|funk metal|funk rock|german alternative rock|german rock|nu metal|post-grunge,metal|rock,spotify:track:5oxpT46KeiEuckYnChgFFT,0.00527,0.645,0.948,0,0.33,-6.614,0.0664,0.499751403,0.369
Pete Seeger,Songs of Struggle and Protest: 1930-50,Step By Step,"Pete Seeger, Step By Step",spotify:track:47of8203ZCOwLBvFNpZIMy,47of8203ZCOwLBvFNpZIMy,american folk revival|appalachian folk|banjo|folk|old-time|traditional folk,folk,spotify:track:47of8203ZCOwLBvFNpZIMy,0.963,0.59,0.108,0.000207,0.0963,-18.286,0.0379,0.449413894,0.448
